t	u	v	w	p	q	r	phi	psi	theta	h
5.1899999999999338e+00	7.3288124610777587e+01	0.0000000000000000e+00	9.4339756927474228e-01	0.0000000000000000e+00	-4.5679528547848064e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1083365708486205e-04	2.9982537361917293e+03
5.1999999999999336e+00	7.3286014075533032e+01	0.0000000000000000e+00	9.4339898384033327e-01	0.0000000000000000e+00	-4.5737310555469170e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.5651318563271014e-04	2.9982440744123383e+03
5.2099999999999334e+00	7.3283908970896050e+01	0.0000000000000000e+00	9.4340038687366412e-01	0.0000000000000000e+00	-4.5794941013657013e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.0225049618817930e-04	2.9982343791488015e+03
5.2199999999999331e+00	7.3281809300075238e+01	0.0000000000000000e+00	9.4340177836122663e-01	0.0000000000000000e+00	-4.5852419805643722e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.4804543720183631e-04	2.9982246503608167e+03
5.2299999999999329e+00	7.3279715066262966e+01	0.0000000000000000e+00	9.4340315828956800e-01	0.0000000000000000e+00	-4.5909746815151406e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.9389785700748004e-04	2.9982148880081882e+03
5.2399999999999327e+00	7.3277626272635331e+01	0.0000000000000000e+00	9.4340452664529117e-01	0.0000000000000000e+00	-4.5966921926392755e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-5.3980760382263144e-04	2.9982050920508282e+03
5.2499999999999325e+00	7.3275542922352159e+01	0.0000000000000000e+00	9.4340588341505494e-01	0.0000000000000000e+00	-4.6023945024071308e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-5.8577452574902424e-04	2.9981952624487567e+03
5.2599999999999323e+00	7.3273465018557005e+01	0.0000000000000000e+00	9.4340722858557380e-01	0.0000000000000000e+00	-4.6080815993382023e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-6.3179847077309557e-04	2.9981853991621015e+03
5.2699999999999321e+00	7.3271392564377166e+01	0.0000000000000000e+00	9.4340856214361823e-01	0.0000000000000000e+00	-4.6137534720011534e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-6.7787928676647758e-04	2.9981755021510980e+03
5.2799999999999319e+00	7.3269325562923655e+01	0.0000000000000000e+00	9.4340988407601489e-01	0.0000000000000000e+00	-4.6194101090138578e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-7.2401682148648915e-04	2.9981655713760888e+03
5.2899999999999316e+00	7.3267264017291197e+01	0.0000000000000000e+00	9.4341119436964671e-01	0.0000000000000000e+00	-4.6250514990434409e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-7.7021092257662774e-04	2.9981556067975248e+03
5.2999999999999314e+00	7.3265207930558233e+01	0.0000000000000000e+00	9.4341249301145291e-01	0.0000000000000000e+00	-4.6306776308063236e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-8.1646143756706211e-04	2.9981456083759649e+03
5.3099999999999312e+00	7.3263157305786919e+01	0.0000000000000000e+00	9.4341377998842924e-01	0.0000000000000000e+00	-4.6362884930682613e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-8.6276821387512538e-04	2.9981355760720758e+03
5.3199999999999310e+00	7.3261112146023109e+01	0.0000000000000000e+00	9.4341505528762792e-01	0.0000000000000000e+00	-4.6418840746443712e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-9.0913109880580802e-04	2.9981255098466318e+03
5.3299999999999308e+00	7.3259072454296359e+01	0.0000000000000000e+00	9.4341631889615796e-01	0.0000000000000000e+00	-4.6474643643991823e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-9.5554993955225174e-04	2.9981154096605155e+03
5.3399999999999306e+00	7.3257038233619937e+01	0.0000000000000000e+00	9.4341757080118527e-01	0.0000000000000000e+00	-4.6530293512466745e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.0020245831962435e-03	2.9981052754747175e+03
5.3499999999999304e+00	7.3255009486990801e+01	0.0000000000000000e+00	9.4341881098993274e-01	0.0000000000000000e+00	-4.6585790241503132e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.0485548767087101e-03	2.9980951072503367e+03
5.3599999999999302e+00	7.3252986217389591e+01	0.0000000000000000e+00	9.4342003944968011e-01	0.0000000000000000e+00	-4.6641133721230859e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.0951406669502132e-03	2.9980849049485796e+03
5.3699999999999299e+00	7.3250968427780634e+01	0.0000000000000000e+00	9.4342125616776440e-01	0.0000000000000000e+00	-4.6696323842275438e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.1417818006714442e-03	2.9980746685307608e+03
5.3799999999999297e+00	7.3248956121111959e+01	0.0000000000000000e+00	9.4342246113158001e-01	0.0000000000000000e+00	-4.6751360495758398e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.1884781245137196e-03	2.9980643979583042e+03
5.3899999999999295e+00	7.3246949300315251e+01	0.0000000000000000e+00	9.4342365432857878e-01	0.0000000000000000e+00	-4.6806243573297599e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.2352294850094781e-03	2.9980540931927408e+03
5.3999999999999293e+00	7.3244947968305880e+01	0.0000000000000000e+00	9.4342483574626990e-01	0.0000000000000000e+00	-4.6860972967007657e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.2820357285827757e-03	2.9980437541957103e+03
5.4099999999999291e+00	7.3242952127982889e+01	0.0000000000000000e+00	9.4342600537222032e-01	0.0000000000000000e+00	-4.6915548569500375e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.3288967015497833e-03	2.9980333809289609e+03
5.4199999999999289e+00	7.3240961782229007e+01	0.0000000000000000e+00	9.4342716319405506e-01	0.0000000000000000e+00	-4.6969970273885008e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.3758122501192837e-03	2.9980229733543492e+03
5.4299999999999287e+00	7.3238976933910607e+01	0.0000000000000000e+00	9.4342830919945642e-01	0.0000000000000000e+00	-4.7024237973768692e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.4227822203931688e-03	2.9980125314338397e+03
5.4399999999999284e+00	7.3236997585877731e+01	0.0000000000000000e+00	9.4342944337616530e-01	0.0000000000000000e+00	-4.7078351563256751e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.4698064583669374e-03	2.9980020551295061e+03
5.4499999999999282e+00	7.3235023740964081e+01	0.0000000000000000e+00	9.4343056571198036e-01	0.0000000000000000e+00	-4.7132310936953145e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.5168848099301941e-03	2.9979915444035300e+03
5.4599999999999280e+00	7.3233055401987016e+01	0.0000000000000000e+00	9.4343167619475854e-01	0.0000000000000000e+00	-4.7186115989960795e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.5640171208671472e-03	2.9979809992182022e+03
5.4699999999999278e+00	7.3231092571747538e+01	0.0000000000000000e+00	9.4343277481241539e-01	0.0000000000000000e+00	-4.7239766617881941e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.6112032368571080e-03	2.9979704195359213e+03
5.4799999999999276e+00	7.3229135253030321e+01	0.0000000000000000e+00	9.4343386155292486e-01	0.0000000000000000e+00	-4.7293262716818444e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.6584430034749899e-03	2.9979598053191953e+03
5.4899999999999274e+00	7.3227183448603668e+01	0.0000000000000000e+00	9.4343493640431930e-01	0.0000000000000000e+00	-4.7346604183372285e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.7057362661918084e-03	2.9979491565306407e+03
5.4999999999999272e+00	7.3225237161219525e+01	0.0000000000000000e+00	9.4343599935468991e-01	0.0000000000000000e+00	-4.7399790914645747e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.7530828703751808e-03	2.9979384731329824e+03
5.5099999999999270e+00	7.3223296393613495e+01	0.0000000000000000e+00	9.4343705039218673e-01	0.0000000000000000e+00	-4.7452822808241998e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.8004826612898265e-03	2.9979277550890542e+03
5.5199999999999267e+00	7.3221361148504798e+01	0.0000000000000000e+00	9.4343808950501862e-01	0.0000000000000000e+00	-4.7505699762265150e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.8479354840980685e-03	2.9979170023617990e+03
5.5299999999999265e+00	7.3219431428596309e+01	0.0000000000000000e+00	9.4343911668145353e-01	0.0000000000000000e+00	-4.7558421675320799e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.8954411838603335e-03	2.9979062149142678e+03
5.5399999999999263e+00	7.3217507236574505e+01	0.0000000000000000e+00	9.4344013190981868e-01	0.0000000000000000e+00	-4.7610988446516395e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.9429996055356543e-03	2.9978953927096218e+03
5.5499999999999261e+00	7.3215588575109535e+01	0.0000000000000000e+00	9.4344113517850059e-01	0.0000000000000000e+00	-4.7663399975461460e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.9906105939821706e-03	2.9978845357111295e+03
5.5599999999999259e+00	7.3213675446855135e+01	0.0000000000000000e+00	9.4344212647594494e-01	0.0000000000000000e+00	-4.7715656162268067e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.0382739939576321e-03	2.9978736438821697e+03
5.5699999999999257e+00	7.3211767854448681e+01	0.0000000000000000e+00	9.4344310579065727e-01	0.0000000000000000e+00	-4.7767756907551072e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.0859896501199001e-03	2.9978627171862295e+03
5.5799999999999255e+00	7.3209865800511167e+01	0.0000000000000000e+00	9.4344407311120237e-01	0.0000000000000000e+00	-4.7819702112428461e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.1337574070274513e-03	2.9978517555869053e+03
5.5899999999999253e+00	7.3207969287647217e+01	0.0000000000000000e+00	9.4344502842620492e-01	0.0000000000000000e+00	-4.7871491678521836e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.1815771091398795e-03	2.9978407590479023e+03
5.5999999999999250e+00	7.3206078318445066e+01	0.0000000000000000e+00	9.4344597172434941e-01	0.0000000000000000e+00	-4.7923125507956512e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.2294486008184013e-03	2.9978297275330356e+03
5.6099999999999248e+00	7.3204192895476552e+01	0.0000000000000000e+00	9.4344690299438028e-01	0.0000000000000000e+00	-4.7974603503362035e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.2773717263263578e-03	2.9978186610062285e+03
5.6199999999999246e+00	7.3202313021297115e+01	0.0000000000000000e+00	9.4344782222510193e-01	0.0000000000000000e+00	-4.8025925567872453e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.3253463298297198e-03	2.9978075594315137e+03
5.6299999999999244e+00	7.3200438698445836e+01	0.0000000000000000e+00	9.4344872940537916e-01	0.0000000000000000e+00	-4.8077091605126625e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.3733722553975923e-03	2.9977964227730336e+03
5.6399999999999242e+00	7.3198569929445384e+01	0.0000000000000000e+00	9.4344962452413683e-01	0.0000000000000000e+00	-4.8128101519268633e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.4214493470027191e-03	2.9977852509950394e+03
5.6499999999999240e+00	7.3196706716802026e+01	0.0000000000000000e+00	9.4345050757036020e-01	0.0000000000000000e+00	-4.8178955214948005e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.4695774485219879e-03	2.9977740440618918e+03
5.6599999999999238e+00	7.3194849063005634e+01	0.0000000000000000e+00	9.4345137853309513e-01	0.0000000000000000e+00	-4.8229652597320070e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.5177564037369357e-03	2.9977628019380609e+03
5.6699999999999235e+00	7.3192996970529691e+01	0.0000000000000000e+00	9.4345223740144779e-01	0.0000000000000000e+00	-4.8280193572046333e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.5659860563342560e-03	2.9977515245881264e+03
5.6799999999999233e+00	7.3191150441831269e+01	0.0000000000000000e+00	9.4345308416458540e-01	0.0000000000000000e+00	-4.8330578045294725e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.6142662499063023e-03	2.9977402119767767e+03
5.6899999999999231e+00	7.3189309479351024e+01	0.0000000000000000e+00	9.4345391881173568e-01	0.0000000000000000e+00	-4.8380805923739960e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.6625968279515972e-03	2.9977288640688103e+03
5.6999999999999229e+00	7.3187474085513230e+01	0.0000000000000000e+00	9.4345474133218743e-01	0.0000000000000000e+00	-4.8430877114563810e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.7109776338753370e-03	2.9977174808291347e+03
5.7099999999999227e+00	7.3185644262725731e+01	0.0000000000000000e+00	9.4345555171529039e-01	0.0000000000000000e+00	-4.8480791525455438e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.7594085109899007e-03	2.9977060622227677e+03
5.7199999999999225e+00	7.3183820013379972e+01	0.0000000000000000e+00	9.4345634995045535e-01	0.0000000000000000e+00	-4.8530549064611786e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.8078893025153561e-03	2.9976946082148356e+03
5.7299999999999223e+00	7.3182001339850970e+01	0.0000000000000000e+00	9.4345713602715442e-01	0.0000000000000000e+00	-4.8580149640737808e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.8564198515799678e-03	2.9976831187705752e+03
5.7399999999999221e+00	7.3180188244497344e+01	0.0000000000000000e+00	9.4345790993492074e-01	0.0000000000000000e+00	-4.8629593163046700e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9050000012207054e-03	2.9976715938553325e+03
5.7499999999999218e+00	7.3178380729661299e+01	0.0000000000000000e+00	9.4345867166334918e-01	0.0000000000000000e+00	-4.8678879541260382e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-2.9536295943837520e-03	2.9976600334345630e+03
5.7599999999999216e+00	7.3176578797668597e+01	0.0000000000000000e+00	9.4345942120209592e-01	0.0000000000000000e+00	-4.8728008685609637e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0023084739250125e-03	2.9976484374738325e+03
5.7699999999999214e+00	7.3174782450828602e+01	0.0000000000000000e+00	9.4346015854087895e-01	0.0000000000000000e+00	-4.8776980506834546e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0510364826106221e-03	2.9976368059388160e+03
5.7799999999999212e+00	7.3172991691434262e+01	0.0000000000000000e+00	9.4346088366947778e-01	0.0000000000000000e+00	-4.8825794916184662e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.0998134631174566e-03	2.9976251387952984e+03
5.7899999999999210e+00	7.3171206521762088e+01	0.0000000000000000e+00	9.4346159657773365e-01	0.0000000000000000e+00	-4.8874451825419414e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1486392580336413e-03	2.9976134360091742e+03
5.7999999999999208e+00	7.3169426944072157e+01	0.0000000000000000e+00	9.4346229725554975e-01	0.0000000000000000e+00	-4.8922951146808374e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.1975137098590608e-03	2.9976016975464481e+03
5.8099999999999206e+00	7.3167652960608152e+01	0.0000000000000000e+00	9.4346298569289144e-01	0.0000000000000000e+00	-4.8971292793131404e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2464366610058691e-03	2.9975899233732343e+03
5.8199999999999203e+00	7.3165884573597296e+01	0.0000000000000000e+00	9.4346366187978592e-01	0.0000000000000000e+00	-4.9019476677679141e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.2954079537990005e-03	2.9975781134557574e+03
5.8299999999999201e+00	7.3164121785250401e+01	0.0000000000000000e+00	9.4346432580632278e-01	0.0000000000000000e+00	-4.9067502714253211e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3444274304766796e-03	2.9975662677603514e+03
5.8399999999999199e+00	7.3162364597761837e+01	0.0000000000000000e+00	9.4346497746265379e-01	0.0000000000000000e+00	-4.9115370817166522e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.3934949331909329e-03	2.9975543862534605e+03
5.8499999999999197e+00	7.3160613013309558e+01	0.0000000000000000e+00	9.4346561683899299e-01	0.0000000000000000e+00	-4.9163080901243545e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.4426103040080995e-03	2.9975424689016390e+03
5.8599999999999195e+00	7.3158867034055078e+01	0.0000000000000000e+00	9.4346624392561695e-01	0.0000000000000000e+00	-4.9210632881820492e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.4917733849093432e-03	2.9975305156715513e+03
5.8699999999999193e+00	7.3157126662143469e+01	0.0000000000000000e+00	9.4346685871286495e-01	0.0000000000000000e+00	-4.9258026674745790e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.5409840177911636e-03	2.9975185265299710e+03
5.8799999999999191e+00	7.3155391899703375e+01	0.0000000000000000e+00	9.4346746119113867e-01	0.0000000000000000e+00	-4.9305262196380180e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.5902420444659093e-03	2.9975065014437828e+03
5.8899999999999189e+00	7.3153662748846997e+01	0.0000000000000000e+00	9.4346805135090284e-01	0.0000000000000000e+00	-4.9352339363597075e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.6395473066622892e-03	2.9974944403799814e+03
5.8999999999999186e+00	7.3151939211670125e+01	0.0000000000000000e+00	9.4346862918268470e-01	0.0000000000000000e+00	-4.9399258093782870e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.6888996460258863e-03	2.9974823433056708e+03
5.9099999999999184e+00	7.3150221290252077e+01	0.0000000000000000e+00	9.4346919467707457e-01	0.0000000000000000e+00	-4.9446018304837077e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.7382989041196690e-03	2.9974702101880662e+03
5.9199999999999182e+00	7.3148508986655756e+01	0.0000000000000000e+00	9.4346974782472581e-01	0.0000000000000000e+00	-4.9492619915172710e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.7877449224245061e-03	2.9974580409944920e+03
5.9299999999999180e+00	7.3146802302927597e+01	0.0000000000000000e+00	9.4347028861635474e-01	0.0000000000000000e+00	-4.9539062843716522e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.8372375423396787e-03	2.9974458356923838e+03
5.9399999999999178e+00	7.3145101241097635e+01	0.0000000000000000e+00	9.4347081704274094e-01	0.0000000000000000e+00	-4.9585347009909256e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.8867766051833954e-03	2.9974335942492867e+03
5.9499999999999176e+00	7.3143405803179419e+01	0.0000000000000000e+00	9.4347133309472730e-01	0.0000000000000000e+00	-4.9631472333705809e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.9363619521933044e-03	2.9974213166328568e+03
5.9599999999999174e+00	7.3141715991170088e+01	0.0000000000000000e+00	9.4347183676322000e-01	0.0000000000000000e+00	-4.9677438735575676e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-3.9859934245270101e-03	2.9974090028108599e+03
5.9699999999999172e+00	7.3140031807050335e+01	0.0000000000000000e+00	9.4347232803918879e-01	0.0000000000000000e+00	-4.9723246136503096e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.0356708632625854e-03	2.9973966527511725e+03
5.9799999999999169e+00	7.3138353252784384e+01	0.0000000000000000e+00	9.4347280691366686e-01	0.0000000000000000e+00	-4.9768894457987304e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.0853941093990888e-03	2.9973842664217809e+03
5.9899999999999167e+00	7.3136680330320047e+01	0.0000000000000000e+00	9.4347327337775100e-01	0.0000000000000000e+00	-4.9814383622042808e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.1351630038570760e-03	2.9973718437907828e+03
5.9999999999999165e+00	7.3135013041588664e+01	0.0000000000000000e+00	9.4347372742260172e-01	0.0000000000000000e+00	-4.9859713551199565e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.1849773874791186e-03	2.9973593848263858e+03
6.0099999999999163e+00	7.3133351388505147e+01	0.0000000000000000e+00	9.4347416903944337e-01	0.0000000000000000e+00	-4.9904884168503350e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.2348371010303178e-03	2.9973468894969078e+03
6.0199999999999161e+00	7.3131695372967954e+01	0.0000000000000000e+00	9.4347459821956414e-01	0.0000000000000000e+00	-4.9949895397515924e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.2847419851988209e-03	2.9973343577707769e+03
6.0299999999999159e+00	7.3130044996859112e+01	0.0000000000000000e+00	9.4347501495431618e-01	0.0000000000000000e+00	-4.9994747162315240e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.3346918805963371e-03	2.9973217896165329e+03
6.0399999999999157e+00	7.3128400262044181e+01	0.0000000000000000e+00	9.4347541923511580e-01	0.0000000000000000e+00	-5.0039439387495723e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.3846866277586520e-03	2.9973091850028250e+03
6.0499999999999154e+00	7.3126761170372276e+01	0.0000000000000000e+00	9.4347581105344314e-01	0.0000000000000000e+00	-5.0083971998168587e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.4347260671461480e-03	2.9972965438984133e+03
6.0599999999999152e+00	7.3125127723676087e+01	0.0000000000000000e+00	9.4347619040084285e-01	0.0000000000000000e+00	-5.0128344919961945e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.4848100391443168e-03	2.9972838662721683e+03
6.0699999999999150e+00	7.3123499923771831e+01	0.0000000000000000e+00	9.4347655726892365e-01	0.0000000000000000e+00	-5.0172558079021037e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.5349383840642792e-03	2.9972711520930716e+03
6.0799999999999148e+00	7.3121877772459300e+01	0.0000000000000000e+00	9.4347691164935865e-01	0.0000000000000000e+00	-5.0216611402008546e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.5851109421432999e-03	2.9972584013302153e+03
6.0899999999999146e+00	7.3120261271521812e+01	0.0000000000000000e+00	9.4347725353388545e-01	0.0000000000000000e+00	-5.0260504816104744e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.6353275535453084e-03	2.9972456139528022e+03
6.0999999999999144e+00	7.3118650422726262e+01	0.0000000000000000e+00	9.4347758291430639e-01	0.0000000000000000e+00	-5.0304238249007857e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.6855880583614130e-03	2.9972327899301449e+03
6.1099999999999142e+00	7.3117045227823098e+01	0.0000000000000000e+00	9.4347789978248786e-01	0.0000000000000000e+00	-5.0347811628934083e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.7358922966104205e-03	2.9972199292316682e+03
6.1199999999999140e+00	7.3115445688546302e+01	0.0000000000000000e+00	9.4347820413036165e-01	0.0000000000000000e+00	-5.0391224884617962e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.7862401082393547e-03	2.9972070318269066e+03
6.1299999999999137e+00	7.3113851806613411e+01	0.0000000000000000e+00	9.4347849594992350e-01	0.0000000000000000e+00	-5.0434477945312571e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.8366313331239729e-03	2.9971940976855058e+03
6.1399999999999135e+00	7.3112263583725536e+01	0.0000000000000000e+00	9.4347877523323465e-01	0.0000000000000000e+00	-5.0477570740789634e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.8870658110692859e-03	2.9971811267772218e+03
6.1499999999999133e+00	7.3110681021567316e+01	0.0000000000000000e+00	9.4347904197242094e-01	0.0000000000000000e+00	-5.0520503201339885e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.9375433818100757e-03	2.9971681190719223e+03
6.1599999999999131e+00	7.3109104121806965e+01	0.0000000000000000e+00	9.4347929615967341e-01	0.0000000000000000e+00	-5.0563275257773160e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-4.9880638850114158e-03	2.9971550745395848e+03
6.1699999999999129e+00	7.3107532886096237e+01	0.0000000000000000e+00	9.4347953778724780e-01	0.0000000000000000e+00	-5.0605886841418712e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-5.0386271602691889e-03	2.9971419931502983e+03
6.1799999999999127e+00	7.3105967316070448e+01	0.0000000000000000e+00	9.4347976684746526e-01	0.0000000000000000e+00	-5.0648337884125335e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-5.0892330471106074e-03	2.9971288748742627e+03
6.1899999999999125e+00	7.3104407413348454e+01	0.0000000000000000e+00	9.4347998333271221e-01	0.0000000000000000e+00	-5.0690628318261557e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-5.1398813849947329e-03	2.9971157196817885e+03
6.1999999999999122e+00	7.3102853179532687e+01	0.0000000000000000e+00	9.4348018723544003e-01	0.0000000000000000e+00	-5.0732758076715940e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-5.1905720133129949e-03	2.9971025275432971e+03
6.2099999999999120e+00	7.3101304616209120e+01	0.0000000000000000e+00	9.4348037854816569e-01	0.0000000000000000e+00	-5.0774727092897124e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-5.2413047713897112e-03	2.9970892984293214e+03
6.2199999999999118e+00	7.3099761724947300e+01	0.0000000000000000e+00	9.4348055726347169e-01	0.0000000000000000e+00	-5.0816535300734229e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-5.2920794984826084e-03	2.9970760323105042e+03
